Player,PTS,AST,ORB,DRB,STL,BLK,TOV,FGA,3PA,FTA,eFG%,FG%,3P%,FT%,G,MP,TS%,USG%,AST%,ORB%,DRB%,STL%,BLK%,TOV%,3PAr,FTr,OBPM,DBPM,0-3 % of FGA,10-16 % of FGA,3P % of FGA,0-3 FG%,10-16 FG%,% of 2P Ast’d,% of 3P Ast’d,Dunks %FGA,3PA% Corner
Norman Powell,32.8,3.1,0.5,4.2,1.8,0.2,2.7,23.8,10.8,6.7,0.578,0.484,0.418,0.804,60,1958,0.615,26.1,10.2,1.2,9.6,1.8,0.5,9.2,0.453,0.28,1.7,-0.2,0.184,0.086,0.453,0.718,0.42,0.601,0.793,0.019,0.145
Yves Missi,16.5,2.5,6.3,8.6,0.9,2.4,2.0,12.2,0.0,5.1,0.547,0.547,0.0,0.623,73,1956,0.572,14.3,7.2,13.7,19.7,0.9,4.8,12.4,0.002,0.415,-1.6,-1.4,0.667,0.018,0.002,0.619,0.444,0.677,0.0,0.297,0.0
Keon Ellis,16.7,3.0,1.5,3.8,3.0,1.6,1.8,11.6,8.1,2.2,0.639,0.489,0.433,0.849,80,1948,0.664,12.7,8.0,3.4,8.8,3.0,3.2,12.4,0.692,0.185,-0.1,2.0,0.103,0.056,0.692,0.833,0.308,0.682,0.921,0.05,0.324
Bilal Coulibaly,17.8,4.9,2.2,5.0,1.9,1.0,3.1,15.2,5.5,4.5,0.472,0.421,0.281,0.746,59,1948,0.515,17.9,14.9,4.8,10.9,1.9,1.9,15.1,0.359,0.296,-3.0,-0.7,0.268,0.096,0.359,0.749,0.283,0.51,0.905,0.128,0.232
Julian Champagnie,20.4,2.8,1.7,6.3,1.5,0.9,1.9,16.6,12.0,2.4,0.549,0.415,0.371,0.904,82,1932,0.577,17.2,7.9,3.7,13.9,1.5,1.6,9.5,0.722,0.141,-0.3,-0.9,0.159,0.009,0.722,0.623,0.667,0.735,0.972,0.047,0.302
Keon Johnson,21.7,4.5,1.6,6.1,2.1,0.8,3.0,20.1,10.4,3.6,0.47,0.389,0.314,0.77,79,1925,0.499,21.7,14.6,3.5,14.5,2.1,1.5,12.1,0.515,0.178,-3.1,-0.1,0.223,0.04,0.515,0.58,0.419,0.492,0.952,0.059,0.294
Naji Marshall,23.0,5.2,1.9,6.4,1.8,0.3,2.8,17.9,5.5,4.0,0.551,0.508,0.275,0.813,69,1919,0.584,20.0,15.8,4.4,14.0,1.8,0.5,12.5,0.306,0.225,-0.3,-0.5,0.25,0.098,0.306,0.73,0.571,0.483,1.0,0.038,0.482
Jrue Holiday,18.1,6.3,2.0,5.0,1.7,0.7,2.0,15.2,8.1,2.0,0.538,0.443,0.353,0.909,62,1896,0.565,15.8,17.3,4.4,10.8,1.7,1.3,11.3,0.534,0.134,-0.3,1.0,0.164,0.07,0.534,0.723,0.45,0.493,0.861,0.003,0.314
Guerschon Yabusele,20.0,3.9,3.5,6.8,1.5,0.6,2.3,14.6,7.1,3.6,0.593,0.501,0.38,0.725,70,1895,0.616,16.3,11.6,7.7,16.3,1.5,1.2,12.2,0.487,0.245,0.1,-1.1,0.313,0.028,0.487,0.744,0.188,0.725,1.0,0.089,0.241
Gary Trent Jr.,21.0,2.2,0.5,3.8,1.8,0.1,1.1,16.8,11.1,2.3,0.568,0.431,0.416,0.848,74,1893,0.591,17.1,6.4,1.2,8.2,1.8,0.2,5.7,0.659,0.14,-1.2,-0.4,0.072,0.111,0.659,0.574,0.493,0.476,0.906,0.003,0.217
Anthony Black,19.5,6.4,1.4,4.7,2.3,1.3,3.7,16.4,5.2,5.2,0.473,0.423,0.318,0.761,78,1887,0.521,19.6,19.4,3.0,11.4,2.3,2.4,16.4,0.315,0.318,-3.1,1.2,0.255,0.071,0.315,0.627,0.25,0.435,0.839,0.06,0.39
Josh Green,13.2,2.8,1.5,3.0,1.9,0.4,1.8,11.0,6.5,1.9,0.543,0.428,0.391,0.681,68,1887,0.559,11.8,8.2,3.1,6.7,1.9,0.8,13.4,0.589,0.171,-4.5,0.2,0.185,0.064,0.589,0.615,0.296,0.614,0.979,0.04,0.609
Nic Claxton,19.2,4.2,4.2,9.5,1.6,2.6,2.3,15.0,0.6,4.1,0.568,0.563,0.238,0.513,70,1882,0.569,16.8,13.7,9.0,22.7,1.6,5.3,12.0,0.037,0.271,-1.1,1.5,0.481,0.1,0.037,0.755,0.456,0.673,1.0,0.229,0.381
Andrew Nembhard,16.7,8.3,0.9,4.7,2.0,0.3,2.9,13.8,4.5,3.5,0.506,0.458,0.291,0.794,65,1881,0.545,16.3,22.5,2.0,10.7,2.0,0.5,15.8,0.325,0.252,-2.6,0.3,0.163,0.199,0.325,0.727,0.449,0.474,0.824,0.002,0.269
Cason Wallace,14.5,4.4,1.8,4.0,3.1,0.9,1.5,12.5,5.3,0.9,0.55,0.474,0.356,0.811,68,1876,0.562,12.8,11.5,4.1,8.8,3.1,1.9,10.5,0.425,0.076,-1.5,2.6,0.272,0.055,0.425,0.662,0.407,0.563,0.986,0.065,0.438
Derrick Jones Jr.,20.5,1.6,2.4,4.5,2.1,0.9,1.7,15.5,5.8,3.1,0.593,0.526,0.356,0.703,77,1873,0.609,16.5,4.6,5.7,10.1,2.1,1.7,9.3,0.372,0.2,-1.0,0.7,0.357,0.019,0.372,0.752,0.455,0.741,1.0,0.209,0.507
Rui Hachimura,20.4,2.2,2.1,5.7,1.2,0.7,1.3,15.2,6.5,3.0,0.597,0.509,0.413,0.77,59,1869,0.619,15.8,6.4,4.9,12.6,1.2,1.3,7.3,0.429,0.196,-0.1,-0.6,0.274,0.073,0.429,0.753,0.5,0.817,0.961,0.13,0.429
RJ Barrett,31.5,8.1,1.6,7.9,1.2,0.4,4.2,25.3,7.9,8.0,0.523,0.468,0.35,0.63,58,1869,0.547,28.7,27.3,3.4,17.9,1.2,0.9,12.9,0.312,0.317,1.2,-0.7,0.354,0.049,0.312,0.624,0.542,0.459,0.925,0.032,0.229
Buddy Hield,23.8,3.5,1.3,5.6,1.8,0.6,2.4,20.5,14.3,1.7,0.546,0.417,0.37,0.828,82,1863,0.56,20.5,10.7,2.9,12.7,1.8,1.2,10.1,0.698,0.081,-0.7,-0.3,0.093,0.041,0.698,0.726,0.406,0.616,0.931,0.011,0.233
Trey Murphy III,29.4,4.9,1.2,5.8,1.5,1.0,2.7,21.9,11.4,6.0,0.548,0.454,0.361,0.887,53,1854,0.598,23.7,15.9,2.7,13.2,1.5,2.0,9.9,0.522,0.274,2.1,-1.4,0.217,0.054,0.522,0.725,0.378,0.691,0.848,0.093,0.155
Zaccharie Risacher,23.9,2.3,2.2,4.6,1.3,0.9,2.3,19.8,8.7,3.8,0.537,0.458,0.355,0.711,75,1843,0.558,20.9,7.1,5.0,11.1,1.3,1.8,9.8,0.442,0.191,-1.7,-1.8,0.28,0.033,0.442,0.651,0.308,0.732,0.975,0.095,0.41
Isaiah Collier,16.0,11.6,0.8,5.3,1.7,0.4,5.4,14.5,4.4,4.0,0.459,0.422,0.249,0.682,71,1839,0.494,18.9,34.3,1.9,11.8,1.7,0.8,25.0,0.305,0.277,-3.8,-1.5,0.209,0.094,0.305,0.698,0.288,0.349,0.595,0.027,0.26
Keldon Johnson,25.7,3.3,2.9,6.8,1.3,0.6,2.0,20.2,7.2,5.1,0.538,0.482,0.318,0.773,77,1838,0.572,21.6,10.2,6.5,15.1,1.3,1.1,8.3,0.356,0.252,0.0,-1.6,0.336,0.023,0.356,0.703,0.333,0.627,0.897,0.044,0.339
Royce O'Neale,18.3,4.4,1.4,8.0,1.8,0.9,1.8,15.3,11.9,0.7,0.58,0.423,0.406,0.731,75,1837,0.585,15.5,12.3,3.3,17.5,1.8,1.7,10.1,0.774,0.046,0.2,-0.1,0.089,0.021,0.774,0.725,0.25,0.71,0.961,0.007,0.231
P.J. Washington,22.0,3.5,2.2,9.5,1.7,1.6,3.1,17.5,6.3,5.2,0.521,0.453,0.381,0.722,57,1835,0.556,20.4,10.1,5.0,20.9,1.7,2.8,13.6,0.359,0.298,-1.1,0.2,0.223,0.068,0.359,0.703,0.4,0.524,0.901,0.054,0.331
CJ McCollum,31.3,6.0,1.1,4.5,1.2,0.6,2.8,26.4,12.1,4.6,0.53,0.444,0.373,0.717,56,1832,0.55,27.2,20.6,2.4,10.3,1.2,1.3,9.0,0.459,0.173,1.2,-2.6,0.157,0.138,0.459,0.669,0.442,0.443,0.737,0.003,0.144
Haywood Highsmith,13.1,3.1,2.0,4.9,1.9,1.0,1.5,10.7,6.4,1.2,0.572,0.458,0.382,0.721,74,1818,0.583,11.3,8.4,4.4,10.8,1.9,2.0,11.6,0.596,0.11,-2.7,0.9,0.205,0.036,0.596,0.688,0.357,0.667,0.978,0.049,0.459
Alex Sarr,22.8,4.2,3.3,8.2,1.2,2.6,3.0,21.7,8.9,4.3,0.457,0.394,0.308,0.679,67,1814,0.482,23.5,13.9,7.1,17.9,1.2,5.0,11.2,0.412,0.199,-2.2,-1.0,0.17,0.086,0.412,0.695,0.324,0.701,0.952,0.077,0.15
Kyrie Irving,33.1,6.2,1.6,4.8,1.8,0.6,3.0,25.3,9.6,5.7,0.549,0.473,0.401,0.916,50,1804,0.594,27.4,20.5,3.7,10.6,1.8,1.1,9.7,0.38,0.226,3.9,-0.5,0.153,0.134,0.38,0.703,0.441,0.32,0.632,0.001,0.15
Kyshawn George,15.6,4.5,1.3,6.2,1.8,1.3,2.6,14.4,9.3,2.5,0.476,0.372,0.322,0.753,68,1802,0.503,15.9,13.3,2.8,13.7,1.8,2.5,14.2,0.648,0.17,-3.8,-0.3,0.159,0.049,0.648,0.609,0.37,0.573,0.921,0.026,0.192
Cameron Johnson,29.6,5.4,1.5,5.3,1.5,0.7,2.7,20.7,11.3,6.2,0.582,0.475,0.39,0.893,57,1800,0.632,22.9,18.5,3.3,12.8,1.5,1.4,10.5,0.546,0.301,3.5,-0.4,0.191,0.082,0.546,0.783,0.41,0.556,0.906,0.035,0.213
Duncan Robinson,22.8,4.9,0.5,4.2,1.1,0.2,2.4,18.5,13.5,1.5,0.581,0.437,0.393,0.887,74,1785,0.595,19.2,14.7,1.1,9.1,1.1,0.3,11.1,0.729,0.08,-0.7,-1.1,0.122,0.018,0.729,0.642,0.333,0.76,0.884,0.012,0.184
Kris Dunn,13.1,5.8,1.5,5.5,3.5,0.7,2.0,12.1,6.2,0.6,0.525,0.439,0.335,0.682,74,1783,0.531,12.7,15.6,3.4,12.4,3.5,1.5,14.2,0.513,0.05,-2.8,3.4,0.13,0.064,0.513,0.719,0.536,0.556,0.933,0.016,0.478
Scoot Henderson,23.1,9.3,1.4,4.0,1.9,0.4,4.9,18.9,8.2,5.7,0.496,0.419,0.354,0.767,66,1759,0.54,22.5,28.1,3.1,9.2,1.9,0.7,18.6,0.434,0.301,-1.4,-0.8,0.235,0.072,0.434,0.59,0.49,0.253,0.771,0.02,0.138
Wendell Carter Jr.,17.6,3.8,4.3,9.7,1.5,1.2,2.2,13.9,4.5,5.0,0.498,0.46,0.234,0.737,68,1758,0.544,16.0,11.5,9.4,23.4,1.5,2.2,11.9,0.322,0.356,-2.2,0.9,0.324,0.1,0.322,0.748,0.429,0.757,1.0,0.179,0.361
Collin Sexton,31.6,7.2,1.6,3.0,1.3,0.2,4.4,23.7,7.4,6.9,0.543,0.48,0.406,0.865,63,1758,0.593,27.0,25.1,3.7,6.8,1.3,0.3,14.1,0.313,0.29,1.7,-2.3,0.151,0.135,0.313,0.618,0.487,0.373,0.682,0.006,0.214
Mike Conley,16.4,9.0,0.9,4.2,2.2,0.4,2.1,13.1,8.7,2.5,0.535,0.4,0.41,0.9,71,1756,0.573,14.4,24.5,2.1,9.3,2.2,0.7,12.9,0.662,0.192,-0.1,1.3,0.077,0.081,0.662,0.583,0.342,0.433,0.819,0.0,0.268
Amir Coffey,19.6,2.2,0.9,3.6,1.1,0.2,1.3,14.4,7.0,3.6,0.57,0.471,0.409,0.891,72,1748,0.614,15.3,6.1,2.1,8.2,1.1,0.4,7.4,0.484,0.253,-1.5,-0.2,0.159,0.124,0.484,0.704,0.476,0.683,0.97,0.063,0.368
Aaron Wiggins,25.2,3.7,2.2,5.9,1.7,0.5,1.9,20.0,9.3,2.4,0.577,0.488,0.383,0.831,76,1744,0.596,20.3,10.6,5.1,12.9,1.7,1.0,8.3,0.466,0.122,1.3,-0.2,0.28,0.048,0.466,0.725,0.457,0.573,0.923,0.027,0.324
Walker Kessler,17.7,2.7,7.3,12.2,1.0,3.8,2.4,11.6,0.9,4.2,0.671,0.663,0.176,0.52,58,1740,0.66,13.7,8.3,16.6,27.1,1.0,7.4,15.0,0.081,0.363,1.1,0.7,0.611,0.005,0.081,0.77,0.0,0.618,1.0,0.329,0.235
Ochai Agbaji,18.5,2.7,1.7,5.0,1.6,0.8,1.5,14.8,7.0,1.3,0.593,0.498,0.399,0.708,64,1739,0.601,14.6,7.9,3.7,11.4,1.6,1.6,8.9,0.474,0.09,-0.9,0.2,0.365,0.028,0.474,0.672,0.2,0.794,0.96,0.069,0.542
Brandin Podziemski,21.2,6.2,1.8,7.4,2.0,0.4,2.1,17.8,8.8,2.7,0.537,0.445,0.372,0.758,64,1716,0.557,18.3,18.7,4.0,16.8,2.0,0.7,10.1,0.491,0.151,-0.1,0.8,0.111,0.135,0.491,0.671,0.482,0.552,0.843,0.002,0.172
Jabari Smith Jr.,19.8,1.7,3.0,8.3,0.7,1.2,1.7,16.1,7.9,3.6,0.525,0.438,0.354,0.825,57,1716,0.562,16.4,4.7,6.4,18.6,0.7,2.1,8.9,0.489,0.223,-0.8,0.1,0.173,0.145,0.489,0.704,0.5,0.567,0.969,0.057,0.235
Bradley Beal,26.2,5.7,1.0,4.2,1.7,0.8,2.9,20.2,7.7,4.0,0.571,0.497,0.386,0.803,53,1702,0.598,22.1,17.6,2.3,9.1,1.7,1.5,11.6,0.38,0.197,-0.1,-1.0,0.159,0.143,0.38,0.764,0.505,0.519,0.873,0.024,0.303
Jakob Poeltl,23.5,4.5,5.4,10.2,1.9,2.0,3.2,16.5,0.1,4.1,0.628,0.627,0.333,0.674,57,1686,0.641,18.7,14.5,11.7,23.3,1.9,4.0,14.7,0.005,0.249,0.7,1.3,0.496,0.145,0.005,0.746,0.512,0.746,1.0,0.055,0.333
Scotty Pippen Jr.,21.5,9.6,1.8,5.4,2.8,0.8,3.8,16.4,6.0,4.7,0.553,0.48,0.397,0.713,79,1683,0.582,19.3,27.1,4.1,12.1,2.8,1.6,17.1,0.369,0.288,0.0,1.8,0.261,0.061,0.369,0.658,0.333,0.5,0.977,0.02,0.205
Santi Aldama,22.7,5.3,2.6,9.0,1.5,0.8,2.0,18.1,9.1,2.6,0.576,0.483,0.368,0.691,65,1660,0.588,18.5,15.2,6.1,20.3,1.5,1.6,9.3,0.503,0.145,2.5,0.7,0.208,0.059,0.503,0.763,0.5,0.642,0.967,0.073,0.261
A.J. Green,15.8,3.1,0.5,4.5,1.1,0.2,1.2,12.4,10.6,0.8,0.612,0.429,0.427,0.815,73,1659,0.621,12.6,8.5,1.2,9.8,1.1,0.4,8.4,0.856,0.064,-1.7,-0.4,0.028,0.038,0.856,0.667,0.5,0.741,0.942,0.0,0.292
Al Horford,16.3,3.9,2.4,8.8,1.1,1.5,1.4,13.9,9.5,1.1,0.547,0.423,0.363,0.895,60,1659,0.563,13.8,10.4,5.2,18.9,1.1,2.8,8.8,0.681,0.082,0.1,1.1,0.119,0.015,0.681,0.745,0.429,0.827,0.991,0.017,0.318
Terry Rozier,20.4,5.0,1.3,5.8,1.1,0.4,2.3,19.1,9.3,3.2,0.462,0.391,0.295,0.852,64,1658,0.497,20.4,14.8,3.0,12.8,1.1,0.8,10.3,0.485,0.17,-2.6,-1.0,0.173,0.072,0.485,0.6,0.435,0.459,0.802,0.002,0.412
Peyton Watson,16.0,2.7,1.4,5.4,1.4,2.7,1.6,12.4,3.9,4.0,0.533,0.477,0.353,0.693,68,1656,0.564,13.9,7.0,3.3,11.8,1.4,5.0,10.3,0.318,0.32,-2.1,0.3,0.35,0.058,0.318,0.707,0.32,0.801,0.979,0.178,0.551
Moses Moody,21.4,2.8,1.5,4.0,1.7,0.9,1.6,16.8,9.9,3.9,0.544,0.433,0.374,0.797,74,1649,0.578,17.4,8.3,3.3,9.2,1.7,1.8,7.9,0.593,0.234,-0.9,0.0,0.137,0.055,0.593,0.718,0.194,0.667,0.968,0.033,0.368
Tristan Da Silva,16.3,3.5,2.2,5.3,1.0,0.6,1.7,14.8,7.3,1.9,0.495,0.412,0.335,0.873,74,1629,0.522,15.2,10.3,4.9,12.7,1.0,1.1,9.9,0.495,0.13,-2.3,-0.3,0.197,0.043,0.495,0.589,0.333,0.613,0.95,0.062,0.393
Donte DiVincenzo,22.2,6.9,1.0,6.0,2.2,0.5,3.0,18.2,13.5,1.9,0.568,0.422,0.397,0.778,62,1606,0.582,19.4,20.2,2.2,13.3,2.2,1.0,13.8,0.739,0.106,0.8,1.1,0.126,0.024,0.739,0.627,0.357,0.592,0.851,0.013,0.196
Isaiah Joe,22.6,3.6,1.2,4.6,1.4,0.3,1.1,17.6,13.9,1.7,0.604,0.44,0.412,0.821,74,1604,0.617,17.2,9.7,2.8,10.1,1.4,0.6,5.8,0.793,0.095,1.4,-0.1,0.07,0.054,0.793,0.805,0.313,0.791,0.911,0.015,0.18
Corey Kispert,20.9,3.1,1.1,4.3,0.8,0.4,1.9,16.8,9.8,2.6,0.558,0.451,0.364,0.852,61,1602,0.584,17.5,9.7,2.3,9.5,0.8,0.8,9.6,0.584,0.156,-1.4,-2.2,0.189,0.039,0.584,0.729,0.409,0.793,0.942,0.012,0.164
Miles McBride,19.0,5.8,1.5,3.6,2.1,0.5,1.3,17.0,9.7,2.0,0.511,0.406,0.369,0.813,64,1593,0.531,16.8,15.6,3.4,8.1,2.1,1.0,6.7,0.57,0.117,-0.4,0.4,0.141,0.11,0.57,0.494,0.55,0.393,0.809,0.026,0.276
Isaiah Hartenstein,19.2,6.6,4.9,13.5,1.4,1.9,2.9,14.5,0.6,3.5,0.581,0.581,0.0,0.675,57,1590,0.599,16.7,18.3,11.2,29.6,1.4,3.9,15.3,0.04,0.244,0.6,2.6,0.363,0.225,0.04,0.73,0.509,0.81,0.0,0.2,0.158
Gradey Dick,23.6,3.0,1.3,4.5,1.5,0.3,2.5,19.6,9.9,4.7,0.498,0.41,0.35,0.858,54,1587,0.543,21.0,8.9,2.9,10.3,1.5,0.6,10.4,0.504,0.24,-1.9,-1.3,0.207,0.11,0.504,0.582,0.493,0.795,0.947,0.034,0.261
Paolo Banchero,37.6,6.9,1.6,9.3,1.1,0.9,4.3,28.8,8.6,12.2,0.5,0.452,0.32,0.727,46,1582,0.551,33.6,26.0,3.5,22.4,1.1,1.7,11.2,0.299,0.423,3.4,0.2,0.213,0.165,0.299,0.691,0.44,0.378,0.494,0.055,0.092
Patrick Williams,16.8,3.7,1.3,5.7,1.4,0.9,2.5,15.3,8.1,2.5,0.49,0.397,0.353,0.723,63,1576,0.512,16.9,10.3,2.9,12.7,1.4,1.8,13.5,0.527,0.161,-3.0,-0.7,0.211,0.052,0.527,0.541,0.444,0.569,0.938,0.048,0.217
Obi Toppin,25.9,4.0,1.7,8.2,1.4,0.9,2.1,18.6,9.4,3.5,0.621,0.529,0.365,0.781,79,1545,0.642,20.1,11.9,4.1,18.7,1.4,1.6,9.5,0.503,0.19,1.8,-0.1,0.295,0.037,0.503,0.791,0.273,0.758,0.964,0.129,0.385
Grayson Allen,21.8,4.4,1.1,5.1,1.7,0.6,2.4,15.7,11.2,3.7,0.6,0.448,0.426,0.816,64,1544,0.631,17.6,12.5,2.5,11.3,1.7,1.2,12.2,0.716,0.233,0.7,-1.0,0.102,0.039,0.716,0.68,0.263,0.7,0.966,0.018,0.263
Sam Hauser,19.7,2.1,1.4,5.9,1.3,0.4,0.7,15.4,13.0,0.4,0.627,0.451,0.416,1.0,71,1541,0.632,14.3,5.8,3.1,12.7,1.3,0.8,4.6,0.842,0.023,0.9,-0.1,0.053,0.04,0.842,0.72,0.737,0.813,0.952,0.006,0.268
Ziaire Williams,20.4,2.7,2.0,7.3,2.0,0.9,2.2,16.8,9.8,4.0,0.511,0.412,0.341,0.821,63,1541,0.55,18.2,8.5,4.3,17.5,2.0,1.8,10.5,0.581,0.237,-2.2,-0.1,0.242,0.027,0.581,0.659,0.429,0.631,0.981,0.092,0.411
Gabe Vincent,14.8,3.2,0.6,2.3,1.6,0.4,1.3,13.5,10.0,0.7,0.53,0.4,0.353,0.714,72,1527,0.536,13.5,8.7,1.5,5.2,1.6,0.8,8.7,0.736,0.05,-3.8,-0.1,0.079,0.057,0.736,0.636,0.458,0.593,0.872,0.0,0.356
Victor Wembanyama,35.3,5.3,2.6,13.4,1.6,5.6,4.7,27.1,12.8,6.0,0.559,0.476,0.352,0.836,46,1527,0.594,30.4,18.3,5.7,29.8,1.6,10.4,13.7,0.47,0.221,3.6,2.9,0.208,0.095,0.47,0.809,0.432,0.703,0.859,0.114,0.065
Jerami Grant,21.6,3.2,0.8,4.4,1.3,1.5,2.1,18.3,9.4,5.3,0.467,0.373,0.365,0.849,47,1524,0.523,19.4,9.5,1.8,10.0,1.3,2.7,9.1,0.516,0.289,-1.4,-0.3,0.197,0.073,0.516,0.504,0.333,0.519,0.963,0.035,0.368
Kyle Filipowski,21.8,4.4,3.5,10.3,1.5,0.7,3.2,16.3,6.9,4.5,0.576,0.502,0.35,0.65,72,1522,0.594,18.7,13.9,8.0,23.1,1.5,1.4,14.9,0.425,0.276,-0.6,-0.3,0.218,0.031,0.425,0.726,0.75,0.579,0.935,0.098,0.336
Ja Morant,35.5,11.1,1.0,5.2,1.9,0.4,5.7,27.2,8.7,9.8,0.504,0.454,0.309,0.824,50,1519,0.563,32.2,36.0,2.4,11.8,1.9,0.7,15.2,0.321,0.359,3.1,-0.7,0.233,0.11,0.321,0.691,0.449,0.237,0.614,0.022,0.179
Matas Buzelis,21.3,2.4,1.7,6.9,0.9,2.3,2.3,17.1,8.2,3.3,0.541,0.454,0.361,0.815,80,1511,0.571,18.7,7.2,3.9,15.2,0.9,4.3,10.9,0.479,0.195,-2.0,-0.5,0.305,0.023,0.479,0.633,0.154,0.699,0.979,0.141,0.504
LaMelo Ball,38.7,11.3,1.5,6.0,1.8,0.4,5.5,32.8,17.3,7.5,0.494,0.405,0.339,0.843,47,1505,0.536,35.9,43.8,3.3,13.4,1.8,0.8,13.1,0.526,0.228,4.1,-0.9,0.138,0.093,0.526,0.601,0.452,0.233,0.62,0.005,0.089
Dalton Knecht,23.2,2.2,1.2,5.9,0.8,0.3,1.2,18.3,11.2,2.8,0.576,0.461,0.376,0.762,78,1494,0.594,18.5,6.5,2.9,13.1,0.8,0.5,5.9,0.61,0.151,-0.1,-1.7,0.162,0.075,0.61,0.789,0.5,0.744,0.922,0.095,0.268
Lauri Markkanen,29.0,2.3,2.3,6.7,1.1,0.6,2.1,22.8,13.0,6.0,0.521,0.423,0.346,0.876,47,1476,0.571,24.0,7.5,5.3,14.9,1.1,1.1,7.8,0.57,0.264,1.8,-2.1,0.15,0.044,0.57,0.638,0.355,0.658,1.0,0.104,0.18
Luke Kennard,18.2,6.8,1.2,4.6,1.6,0.2,2.3,13.6,8.2,1.8,0.609,0.478,0.433,0.895,65,1472,0.631,14.5,18.5,2.7,10.4,1.6,0.3,13.6,0.606,0.132,0.9,0.2,0.074,0.132,0.606,0.75,0.561,0.538,0.947,0.002,0.241
Jamal Shead,17.5,10.4,1.0,2.8,1.9,0.3,3.8,16.5,7.3,2.3,0.476,0.405,0.323,0.768,75,1467,0.499,18.6,29.8,2.1,6.4,1.9,0.7,18.0,0.442,0.137,-3.2,-0.9,0.169,0.127,0.442,0.624,0.469,0.402,0.875,0.016,0.148
Aaron Gordon,24.9,5.5,2.7,5.5,0.8,0.5,2.4,16.5,5.7,5.9,0.607,0.531,0.436,0.81,51,1447,0.65,19.0,15.0,6.4,12.1,0.8,0.9,11.3,0.346,0.36,2.7,-1.5,0.348,0.07,0.346,0.665,0.571,0.566,0.867,0.141,0.36
Isaiah Stewart,14.6,4.1,4.4,9.0,0.9,3.4,2.3,10.6,1.8,2.9,0.586,0.559,0.321,0.759,72,1434,0.616,12.4,11.3,10.1,20.6,0.9,6.7,16.1,0.168,0.276,-1.6,2.1,0.438,0.041,0.168,0.681,0.615,0.73,1.0,0.111,0.17
Brice Sensabaugh,25.9,3.7,1.4,5.6,1.5,0.3,3.6,20.1,12.5,2.4,0.59,0.459,0.422,0.89,71,1432,0.612,21.5,12.0,3.2,12.6,1.5,0.5,14.5,0.621,0.122,0.4,-1.6,0.075,0.11,0.621,0.711,0.455,0.585,0.86,0.008,0.306
Goga Bitadze,17.5,4.8,5.8,10.3,1.7,3.4,2.5,11.8,1.0,4.6,0.615,0.611,0.107,0.639,70,1430,0.631,14.3,14.8,12.7,25.0,1.7,6.6,15.3,0.083,0.392,-0.3,2.8,0.599,0.035,0.083,0.739,0.333,0.676,1.0,0.289,0.214
Kel'el Ware,20.9,2.1,4.1,12.5,1.4,2.5,2.0,16.3,3.9,2.4,0.592,0.554,0.315,0.687,64,1422,0.603,17.2,6.5,9.1,27.5,1.4,4.8,10.4,0.239,0.144,-0.7,0.6,0.401,0.075,0.239,0.715,0.429,0.766,0.971,0.321,0.18
Tari Eason,23.5,2.8,4.4,8.0,3.3,1.7,2.2,19.2,6.3,3.6,0.543,0.487,0.342,0.76,57,1420,0.567,19.4,8.5,9.4,17.9,3.3,3.2,9.7,0.329,0.186,1.0,2.6,0.377,0.075,0.329,0.678,0.405,0.531,0.984,0.1,0.364
Zach Edey,20.0,2.1,7.6,10.4,1.2,2.8,2.9,14.2,1.7,4.2,0.6,0.58,0.346,0.709,66,1416,0.624,16.4,6.1,17.5,23.4,1.2,5.5,15.3,0.12,0.293,-0.2,0.1,0.501,0.035,0.12,0.76,0.4,0.635,1.0,0.236,0.308
T.J. McConnell,24.5,11.9,1.5,5.1,2.8,0.7,3.7,21.2,1.7,2.6,0.531,0.519,0.306,0.74,79,1415,0.547,23.4,37.0,3.5,11.6,2.8,1.3,14.2,0.079,0.123,0.6,0.6,0.24,0.263,0.079,0.667,0.457,0.388,0.733,0.0,0.306
Ryan Dunn,17.9,2.0,3.2,6.1,1.5,1.4,1.4,16.7,9.3,1.4,0.516,0.43,0.311,0.487,74,1410,0.517,16.7,5.7,7.5,13.5,1.5,2.7,7.5,0.553,0.082,-2.9,-1.2,0.166,0.061,0.553,0.759,0.414,0.748,1.0,0.075,0.564
Sam Merrill,17.5,3.7,1.3,4.1,1.8,0.5,1.2,14.6,12.6,1.0,0.567,0.406,0.372,0.966,71,1401,0.583,14.3,9.6,3.0,8.9,1.8,0.9,7.4,0.868,0.068,-0.4,0.7,0.085,0.005,0.868,0.722,0.0,0.8,0.993,0.0,0.22
Ayo Dosunmu,19.0,7.0,0.9,4.5,1.4,0.6,2.3,15.0,6.3,2.6,0.561,0.492,0.328,0.785,46,1394,0.585,16.6,20.2,2.0,10.0,1.4,1.1,12.5,0.421,0.176,-1.4,-0.2,0.372,0.027,0.421,0.707,0.333,0.553,0.935,0.027,0.407
Ty Jerome,30.3,8.2,1.7,4.3,2.7,0.1,3.2,21.4,8.7,5.1,0.606,0.516,0.439,0.872,70,1392,0.643,23.6,24.5,4.0,9.3,2.7,0.2,11.9,0.409,0.239,3.5,0.8,0.121,0.168,0.409,0.56,0.577,0.332,0.64,0.0,0.146
Julian Strawther,20.4,2.9,0.6,4.3,1.4,0.6,2.0,16.9,9.3,3.1,0.529,0.432,0.349,0.822,65,1384,0.559,17.8,7.6,1.4,9.5,1.4,1.0,9.8,0.553,0.185,-3.1,-1.4,0.142,0.097,0.553,0.681,0.489,0.724,0.894,0.012,0.138
